2015-12-31 15:51:40.580 [error] <0.91.0> gen_server maxwell_protocol_channel_sup terminated with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190
2015-12-31 15:51:40.581 [error] <0.91.0> CRASH REPORT Process maxwell_protocol_channel_sup with 0 neighbours exited with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190 in gen_server:terminate/6 line 746
2015-12-31 16:32:02.580 [error] <0.97.0> Supervisor maxwell_protocol_channel_sup had child maxwell_protocol_channel_pools started with maxwell_protocol_channel_pools:start_link() at undefined exit with reason {'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}} in context start_error
2015-12-31 16:32:02.581 [error] <0.59.0> CRASH REPORT Process <0.59.0> with 0 neighbours exited with reason: {{shutdown,{failed_to_start_child,maxwell_protocol_channel_pools,{'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}}}},{maxwell_protocol_channel_app,start,...}} in application_master:init/4 line 133
2015-12-31 16:43:58.666 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.667 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.668 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.669 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.670 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.671 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.672 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.673 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.674 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.676 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.677 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.678 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.679 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.680 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.681 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.682 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.683 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.684 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.685 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.687 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.688 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.689 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.690 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.691 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.693 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.694 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.695 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.696 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.697 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.699 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.700 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.701 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.702 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.704 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.705 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.706 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.707 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.709 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.710 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.711 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.713 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.714 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.715 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.716 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.717 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.718 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.719 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.720 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.721 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.722 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.723 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.724 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.726 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.727 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.728 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.729 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.730 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.731 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.733 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.734 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.735 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.736 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.740 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.741 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.742 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.744 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.745 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.746 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.748 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.749 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.750 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.751 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.752 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.753 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.754 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.755 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.756 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.757 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.758 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.758 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.759 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.760 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.761 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.762 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.763 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.764 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.765 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.766 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.767 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.768 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.769 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.770 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.778 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.780 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.781 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.782 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.783 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.784 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.785 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.786 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.788 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.790 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.791 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.793 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.794 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.796 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.798 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.799 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.800 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.801 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.802 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.803 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.804 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.806 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.807 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.808 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.809 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.810 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.811 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.812 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.814 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.815 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.816 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.817 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.818 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.820 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.821 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.822 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.824 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.826 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.827 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.829 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.830 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.831 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.833 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.834 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.836 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.837 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.839 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.841 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.842 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.843 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.844 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.845 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.847 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.848 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.849 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.850 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.851 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.852 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.853 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.855 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.856 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.858 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.859 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.860 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.861 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.862 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.864 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.865 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.866 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.867 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.868 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.871 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.872 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.873 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.875 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.876 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.877 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.878 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.880 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.882 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.883 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.885 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.887 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.888 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.890 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.891 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.892 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.893 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.894 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.895 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.897 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.898 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.899 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.900 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.901 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.902 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:43:58.903 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
